fen,result
"8/5k2/R3pbp1/P1Pp4/3P1P1p/4P3/2r2P1P/4B1K1 w - - 0 33",1.0
"8/R3bk2/P3p1p1/2Pp4/3P1P1p/4P3/5P1P/2r1B1K1 w - - 1 35",1.0
"8/1R2bk2/P3p1p1/2Pp4/3P1P2/4P2p/2r2P1P/4BK2 w - - 2 37",1.0
"8/PR2bk2/2P1p1p1/3p4/r2P1P2/4P2p/5P1P/4BK2 w - - 1 39",1.0
"8/R1P1b3/4pkp1/3p4/3P1P2/4P2p/5P1P/4BK2 w - - 1 41",1.0
"2Q5/6R1/8/3pp3/3P3k/4P2p/5P1P/4BK2 w - - 0 45",1.0
"r1bq1rk1/1ppp1ppp/2nbpn2/p7/P7/2NBPN2/1PPP1PPP/R1BQ1RK1 w - - 0 7",1.0
"r1bq1r2/1ppp1kpp/4pn2/p7/P7/4PN2/1PPP1RPP/R1BQ2K1 w - - 0 11",1.0
"r1bq1rk1/1ppp2pp/4p3/p7/P2P2n1/3QPN2/1PP2RPP/R1B3K1 w - - 3 13",1.0
"r1bq1rk1/1pp3pp/4pn2/p2p4/P2P4/3QPN1P/1PP3P1/R1B2RK1 w - - 1 15",1.0
"r1b2rk1/1pp3pp/4pn2/p2p2N1/P2P4/3QP1qP/1PPB2P1/R4RK1 w - - 5 17",1.0
"r1b2rk1/1pp3p1/4pn1p/p2p2N1/P2PP3/3P3P/1P1B2P1/R4RK1 w - - 0 19",1.0
"r1br2k1/6p1/1p2pn2/p3N3/P3P3/3p3P/1P1B2P1/4RRK1 w - - 0 25",1.0
"r5k1/6p1/bp2p3/p7/r3n3/2BNRR1P/1P4P1/6K1 w - - 0 29",1.0
"2r3k1/4R1p1/8/p7/np6/5R1P/6P1/6K1 w - - 2 35",1.0
"2r4k/4R1R1/8/2n4P/1p6/p7/6P1/6K1 w - - 0 39",1.0
"2r2k2/6RR/8/2n4P/1p6/p7/6P1/6K1 w - - 4 41",1.0
"rnb1kb1r/2qppp1p/p4np1/1pp5/2B5/2N1PN2/PPPP1PPP/R1BQ1RK1 w kq - 0 7",0.0
"r1b1kb1r/2qppp1p/p1n3p1/1ppB4/8/4PN2/PPPP1PPP/R1BQ1RK1 w kq - 1 9",0.0
"r1b1kb1r/2q2p1p/p1n1p1p1/1ppp4/3PB3/4PN2/PPP2PPP/R1BQ1RK1 w kq - 0 11",0.0
"r1b1kb1r/2q2p2/p1n1p1p1/1p1p3p/2pP4/4PN2/PPP1BPPP/R1BQ1RK1 w kq - 0 13",0.0
"r1b1kb1r/2q2p2/p1n1p1p1/3p3p/Pp1P4/1Pp1PN2/2P1BPPP/R1BQ1RK1 w kq - 0 15",0.0
"r4rk1/2qbbp2/p1n1p1p1/4N2p/Pp1PB3/1Pp5/2P2PPP/R1BQ1RK1 w - - 3 19",0.0
"5rk1/3r1p2/p2qp1p1/P7/1p1P3p/1Pp5/2P1QPPP/R4RK1 w - - 0 25",0.0
"1r4k1/3r1p2/p2qp3/P5p1/Rp1P3p/1Pp5/2P1QPPP/3R2K1 w - - 2 27",0.0
"3r2k1/5p2/p2qp3/Pr4p1/1pQP3p/1Pp5/2P2PPP/R2R2K1 w - - 6 29",0.0
"3r2k1/5p2/p3p3/Pr6/Rp1P1qpp/1Pp5/2P1QPPP/3R2K1 w - - 2 31",0.0
"6k1/5p2/p7/P3p3/Rp1r4/1Pp3Pp/2P4P/4K3 w - - 0 39",0.0
"6k1/5p2/p7/P3p3/1R6/1Pp3Pp/7r/5K2 w - - 0 43",0.0
"2R5/5pk1/p7/P3p3/8/1P4Pp/2p4r/5K2 w - - 0 45",0.0
"8/5pk1/p1R5/P3p3/8/1P4P1/2p3rp/4K3 w - - 0 47",0.0
"r1b1kbr1/ppp1pppp/3q1n2/3p4/1n6/4PN2/PPPPBPPP/RNBQ1RK1 w q - 2 7",0.0
"r1b1kbr1/ppp1pppp/1q6/1N1p4/1n2n3/4PN2/PPPPBPPP/R1BQ1RK1 w q - 6 9",0.0
"r1b1kbr1/pp3ppp/1qp5/1N1pp3/4n3/2P1P3/PP1PBPPP/R1BQ1RK1 w q - 0 13",0.0
"r3k1r1/ppq2p1p/2p1b1p1/3pp3/4n3/P1PBP3/P2P1PPP/1RBQ1RK1 w q - 2 17",0.0
"2kr2r1/ppq2p1p/2p3p1/3ppb2/4n3/P1PBP3/P2PQPPP/1RB2RK1 w - - 6 19",0.0
"1k1r2r1/pp2qp1p/2p3p1/3ppb2/P3n3/2PBPQ2/P2P1PPP/1RB2RK1 w - - 1 21",0.0
"1k1r2r1/pp3p1p/B1p3p1/2nppb2/P6q/2P1PQ2/PR1P1PPP/2B2RK1 w - - 5 23",0.0
"1k1r2r1/pp3p1p/1np3p1/3p1b2/1R2p3/2P1P1P1/P2PB1PP/2B2RK1 w - - 2 27",0.0
"1k1r2r1/pp3p1p/1n2b1p1/1R1p4/2p3P1/2PBP3/P5PP/2B2RK1 w - - 0 31",0.0
"1k1rr3/pp3p2/1n2b1pp/1R1p4/2p3P1/B1P1P3/P3B1PP/5RK1 w - - 2 33",0.0
"k2rr3/pp3p2/4bRpp/1R1p4/nBp3P1/2P1P3/P3B1PP/6K1 w - - 6 35",0.0
"k2rr3/1p3p2/p3bRpp/R1Bp4/2p3P1/2P1P3/Pn2B1PP/6K1 w - - 0 37",0.0
"k3r3/1p1r1p2/pB2bRpp/R2p4/P1p3P1/2PnP3/4B1PP/6K1 w - - 1 39",0.0
"2k1r3/1p1r1p2/p3b1pp/R2p4/P1pB2P1/2PnP3/4B1PP/5RK1 w - - 5 41",0.0
"2k5/1p5r/p5p1/R2prbB1/P1p5/2PnP3/4B1PP/5RK1 w - - 3 45",0.0
"2k5/1p1r4/p3b1p1/R2pr1B1/P1p3PP/2PnP3/4B3/5RK1 w - - 1 47",0.0
"5R2/1pkr4/p3b1p1/R2pr1B1/P5PP/2PpP3/8/6K1 w - - 0 49",0.0
"8/3r4/pk4p1/3pB3/P5bP/2P1P3/3p4/5RK1 w - - 0 53",0.0
"8/3r4/p5p1/1k1pB3/6bP/2P1P3/3p4/R5K1 w - - 2 55",0.0
"8/7r/p1k3p1/3p4/7P/2P1P3/7B/3b1K2 w - - 2 59",0.0
"8/7r/2k3p1/p2p4/6bP/2P1P1B1/8/4K3 w - - 2 61",0.0
"8/7r/2k3p1/3p4/6bP/p1P1P3/3K1B2/8 w - - 0 63",0.0
"8/1r6/2k3p1/3p4/6bP/2P1P3/p7/2K1B3 w - - 0 65",0.0
"rn2kb1r/ppq1pppp/8/2pp1b2/4n3/1P1BPN2/P1PPQPPP/RNB2RK1 w kq - 3 7",1.0
"2k2b1r/pp2pppp/2nr4/2p5/8/1PP1PN2/P1P2PPP/R1BR2K1 w - - 0 13",1.0
"2k2b1r/pp4pp/2nr4/5pN1/1P2p3/4P3/P1PB1PPP/R2R2K1 w - - 0 17",1.0
"2k2b1r/1p4pp/p2n4/1P3pN1/P3p3/2B1P3/2P2PPP/R5K1 w - - 0 21",1.0
"2k2b1r/1p4p1/pP1nN3/5p2/P3p2p/2B1P3/2P2PPP/R5K1 w - - 0 23",1.0
"2k5/1p2b1Br/pP1nN3/5p2/P3p2p/4P3/2P2PPP/3R2K1 w - - 1 25",1.0
"2k5/1pB1b3/pP6/5p1r/P1nNp3/4P3/2P2P1P/3R2K1 w - - 2 29",1.0
"2k5/1pB1b3/pP3r2/5p2/P1nNp3/4P3/2P2P1P/3R2K1 w - - 6 31",1.0
"2k5/1p6/p5r1/2b2N2/P3p2P/4P3/2P2P2/3R1K2 w - - 3 35",1.0
"2k5/8/p5r1/2p2N2/P3p2P/4P3/2P2P2/5K2 w - - 0 37",1.0
"8/8/pk4N1/2p5/P3p2P/4P3/2P2P2/5K2 w - - 1 39",1.0
"8/8/p5NP/2p5/k3p3/4P3/2P2P2/5K2 w - - 0 41",1.0
"7Q/8/6N1/pkp5/4p3/4P3/2P2P2/5K2 w - - 1 43",1.0
"8/k7/6N1/p1p5/4Q3/4P3/2P2P2/5K2 w - - 1 45",1.0
"8/2k5/8/p1p5/2N1Q3/4P3/2P2P2/5K2 w - - 5 47",1.0
"8/2k5/8/p1p5/2N1Q3/4P3/2P2P2/5K2 w - - 9 49",1.0
"3k4/8/4Q3/N1p5/2P5/4P3/5P2/5K2 w - - 1 53",1.0
"1k6/8/4Q3/2N2P2/2P5/4P3/8/5K2 w - - 1 57",1.0
"r1b1kb1r/ppqppppp/5n2/8/1n1N3P/1PN5/P1P1PPP1/R1BQKB1R w KQkq - 1 7",0.0
"r1b1kb1r/pp1ppppp/8/qN6/1n2n2P/1PN5/P1P2PP1/R1BQKB1R w KQkq - 0 9",0.0
"r1b2k1r/pp3ppp/4p3/3p4/2B4P/1P6/P4PP1/3R2KR w - - 0 17",0.0
"r1b3kr/pp3ppp/8/3pp2P/8/1P1B4/P4PP1/3R2KR w - - 0 19",0.0
"r5kr/pp4pp/4p3/4R2P/8/1P1p4/P4PP1/6KR w - - 0 23",0.0
"3r2kr/pp4pp/4p3/7P/8/1P5R/P2p1PP1/4R1K1 w - - 0 25",0.0
"6kr/p5pp/4p3/1p1r3P/8/1P2R3/P2p1PP1/3R2K1 w - - 2 27",0.0
"7r/p4kpp/4R3/1p5r/8/1P6/P2p1PP1/3R2K1 w - - 1 29",0.0
"8/p4kpp/8/1p6/8/1P6/P3rPP1/3R2K1 w - - 3 33",0.0
"8/5kpp/p7/8/P7/8/4rPP1/3R2K1 w - - 0 35",0.0
"8/6p1/p3k3/P6p/5P2/8/4r1P1/3R2K1 w - - 1 37",0.0
"1R6/4k1p1/p7/P7/5P1p/8/4r1P1/6K1 w - - 0 39",0.0
"8/1R4p1/p4k2/P4P2/7p/8/r5P1/6K1 w - - 3 41",0.0
"8/8/R7/P4kp1/7p/8/r5P1/6K1 w - - 0 43",0.0
"8/R7/P7/6p1/7p/6k1/r5P1/6K1 w - - 1 47",0.0
"R7/8/P7/8/6pp/6k1/6r1/5K2 w - - 0 49",0.0
"8/8/P7/8/6pp/1R6/r6k/5K2 w - - 4 51",0.0
"8/8/P7/8/5kpp/1R6/r7/5K2 w - - 8 53",0.0
"8/8/P7/8/6pp/1R6/r6k/5K2 w - - 12 55",0.0
"8/8/PR6/8/7p/6pk/r7/5K2 w - - 0 57",0.0
"8/8/P7/8/7p/8/r5pk/1R2K3 w - - 0 59",0.0
"r1bq1rk1/pppppp1p/1n4p1/8/2PP4/P4NPB/1P2PP1P/R1Q2RK1 w - - 1 11",1.0
"r1bq1rk1/pppppp1p/5np1/2P5/3PP3/P4NPB/1P3P1P/R1Q2RK1 w - - 1 13",1.0
"r1b1kb1r/ppp1pppp/2n5/3q2N1/4p3/BP6/P1PPPPPP/R2QKB1R w KQkq - 2 7",0.0
"r3kb1r/p1p1pppp/b1n5/1p1q2N1/4p2P/BP6/P1PPPPP1/2RQKB1R w Kkq - 2 9",0.0
"r3kb1r/p1pbpppp/2n5/3q2N1/1p5P/1P1P4/PBQ1PPP1/2R1KB1R w Kkq - 3 13",0.0
"r3kb1r/2pbpppp/2n5/p5N1/1pR4P/1P1P4/PB2PPP1/4KB1R w Kkq - 0 15",0.0
"5b1r/2pkppp1/2n4p/7P/2R5/1p1P4/r3PPP1/2B1KB1R w K - 0 21",0.0
"5b1r/2pkppp1/2n4p/7P/2R5/1p1P4/r3PPP1/2B1KB1R w K - 4 23",0.0
"5b1r/2pkp1p1/5p1p/4n2P/5R2/3P2P1/1r2PPB1/4K2R w K - 2 27",0.0
"5b1r/2p3p1/4pp1p/3k3P/4RP2/3P2P1/3KP3/8 w - - 2 33",0.0
"7r/2p3p1/2k1pp1p/2b4P/R3PP2/3P2P1/3K4/8 w - - 1 35",0.0
"1r6/2pk2p1/R3pp1p/2b4P/4PPP1/3P4/3K4/8 w - - 3 37",0.0
"8/2p3p1/4pp1p/1k5P/1b1PPPP1/3K4/8/8 w - - 2 41",0.0
"8/6p1/2k2p1p/2b2P1P/6P1/2K5/8/8 w - - 2 45",0.0
"8/6p1/5p1p/2b2P1P/4k1P1/2K5/8/8 w - - 6 47",0.0
"8/6p1/5p1p/5P1P/2K2kP1/8/8/6b1 w - - 10 49",0.0
"8/6p1/4Kp1p/5P1k/8/8/8/6b1 w - - 0 51",0.0
"8/6K1/5p2/5Pkp/8/8/8/6b1 w - - 0 53",0.0
"5K2/8/5p2/5Pk1/8/7p/8/6b1 w - - 0 55",0.0
"8/3K4/5p2/5Pk1/3b4/8/7p/8 w - - 2 57",0.0
"8/2K5/5p2/3q1Pk1/3b4/8/8/8 w - - 2 59",0.0
"r1b1kb1r/pp1ppppp/5n2/qN6/Pn5P/1PN5/2P1PPP1/R1BQKB1R w KQkq - 3 9",0.0
"r1b1kb1r/pp1ppppp/8/8/PnB4P/1Pq5/2P2PP1/R1BQ1K1R w kq - 0 13",0.0
"r1b2k1r/pp1p1ppp/4p3/8/P1B4P/1P6/5PP1/3R1K1R w - - 0 17",0.0
"r1b4r/pp2kppp/4p3/3p4/P1BR3P/1P6/5PP1/5K1R w - - 0 19",0.0
"2r4r/pp1bkppp/4p3/3p4/P2R3P/1P1B4/5PP1/6KR w - - 4 21",0.0
"7r/pp1bkppp/4p3/P2p4/3R3P/1PrB4/5PPK/7R w - - 3 23",0.0
"7r/pp1b1kpp/4pp2/P2p4/1P1R3P/2rB4/5PPK/4R3 w - - 2 25",0.0
"6kr/1p1b2pp/p3pp2/P2p3P/1P1R4/2rB4/5PP1/4R1K1 w - - 0 27",0.0
"6kr/1prb2pp/p3pp2/P2p3P/1P1R1PP1/3B4/8/4R1K1 w - - 1 29",0.0
"6kr/1p1b2pp/p1r1p3/P2p1pPP/1P1R1P2/3B4/8/R5K1 w - - 2 31",0.0
"6kr/3b2pp/pr2p3/3p1pPP/1P1R1P2/3B4/8/1R4K1 w - - 0 33",0.0
"7r/5kpp/prb1p3/3p1pPP/1P1R1P2/8/4B3/2R3K1 w - - 4 35",0.0
"r7/7p/p3p2k/1r1p1p2/5P2/8/3R4/R5K1 w - - 0 41",0.0
"4r3/6kp/p3p3/1r1p1p2/5P2/8/7R/4R1K1 w - - 4 43",0.0
"8/7p/p3pkrR/3p1p2/1r3P2/8/8/4RK2 w - - 12 47",0.0
"8/7p/4pkr1/3p1p2/pr3P1R/8/8/2R2K2 w - - 0 49",0.0
"8/7R/4pk2/3p1p2/5Pr1/r7/4K3/8 w - - 6 57",0.0
"8/7R/3kp3/3p1p2/5Pr1/r7/4K3/8 w - - 10 59",0.0
"8/8/1R2p3/3k1p2/3p1Pr1/r7/4K3/8 w - - 2 61",0.0
"8/8/2k1p3/5p2/5P2/r5r1/3p1K2/1R6 w - - 0 65",0.0
"8/8/2k1p3/5p2/5P2/7r/r2pK3/3R4 w - - 4 67",0.0
"8/8/2k1p3/5p2/5P2/4r3/1r1p2K1/3R4 w - - 8 69",0.0
"8/8/2k5/4pp2/3r4/4K3/1r1p4/3R4 w - - 0 73",0.0
"8/8/2k5/4p3/3r1pK1/8/r2p4/3R4 w - - 2 75",0.0
"8/8/8/3kp3/1r3pK1/8/r2p4/3R4 w - - 6 77",0.0
"8/8/8/4p3/1r2kpK1/8/2rp4/3R4 w - - 10 79",0.0
"8/8/8/4p3/1r2kpK1/8/8/2q5 w - - 0 81",0.0
"8/8/8/4p3/4kp1K/8/6r1/2q5 w - - 4 83",0.0
"r1b1kb1r/1p1pppp1/1qn2n2/p1p4p/8/2N2NPB/PPPPPP1P/R1BQ1RK1 w kq - 0 7",1.0
"r1b1k2r/1p1pppb1/1qn2np1/p1p4p/P7/2NP1NPB/1PP1PP1P/R1BQ1RK1 w kq - 1 9",1.0
"r1b2rk1/1p1pppb1/2n2np1/pNp4p/Pq2P3/3P1NPB/1PP2P1P/R1BQ1RK1 w - - 3 11",1.0
"r1bn1rk1/1p1pppb1/5np1/pPp4p/4P3/2PP1NPB/1P3P1P/R1BQ1RK1 w - - 1 13",1.0
"r1br2k1/4ppb1/1p2pnp1/pPp3Bp/4P3/1QPP1NP1/1P3P1P/R4RK1 w - - 2 17",1.0
"3r2k1/r2bppb1/1p2pnp1/pPp4p/4PB2/1QPP1NP1/1P3P1P/R2R2K1 w - - 6 19",1.0
"4r1k1/3bppb1/1pN1p1p1/1Pp4p/Q3PBn1/2PP2P1/1P3P1P/3R2K1 w - - 1 23",1.0
"4r1k1/2P2pb1/8/2Q1p2p/4Pp2/2PP1K2/1P3P1P/3R4 w - - 0 31",1.0
"2Q5/5pbk/8/4p2p/4Pp2/2PP1K2/1P3P1P/3R4 w - - 1 33",1.0
"6k1/5pb1/8/4pQ2/4Pp1p/2PP1K2/1P3P1P/6R1 w - - 0 35",1.0
"r1bqkb1r/pp1pppp1/5n2/2p4p/8/2N2PPB/PPPP1P1P/R1BQ1RK1 w kq - 0 7",0.0
"r1b1kb1r/ppqpppp1/5n2/2p5/6Pp/2N2P1B/PPPPQP1P/R1B2RK1 w kq - 1 9",0.0
"r1b1kb1r/pp1pppp1/3q4/2pN2Pn/7p/5P1B/PPPPQP1P/R1B2RK1 w kq - 3 11",0.0
"r1b1kb1r/pp1p1p2/3qp1p1/2pN2Pn/4Q2p/5P1B/PPPP1P1P/R1B1R1K1 w kq - 0 13",0.0
"r1bk1b1r/pp1p1p2/4p1p1/2p3Pn/2P1Qq1p/2N2P1B/PP1P1P1P/R1B1R1K1 w - - 3 15",0.0
"r1bk1b1r/pp1p1pn1/4p1p1/2p3P1/2P1R2p/2NP1P1B/PP3P1P/R1B3K1 w - - 1 17",0.0
"r1bk3r/pp1p1pb1/4p3/1Np2pP1/2P2B2/3P1P1p/PP2RP1P/R5K1 w - - 0 21",0.0
"N1bk3r/pp1p1pb1/8/2p2pP1/2P2p2/3P1P1p/PP2RP1P/R5K1 w - - 0 23",0.0
"N2k2r1/pb1p1p2/8/1Pp2pP1/3b1p2/3P1P1p/PP2RP1P/4R1K1 w - - 3 27",0.0
"3k2r1/p2p1p2/8/1Pp2pP1/3b1p2/1P1P1b1p/P3RP1P/4RK2 w - - 0 29",0.0
"3k4/p2p1R2/8/1Pp2pr1/5p2/1P1P3p/P2b1PbP/2R3K1 w - - 0 33",0.0
"6r1/p2pk3/8/1Pp2p2/5p2/1P1P3p/P2b1PbP/2R3K1 w - - 0 35",0.0
"6r1/p2pk3/8/1Pp2p2/5p2/PP1P3p/3b1PbP/6K1 w - - 1 37",0.0
"r1b1kb1r/pp1ppp2/1qn2np1/2p4p/8/1PN2NPB/P1PPPP1P/R1BQ1RK1 w kq - 0 7",1.0
"r1b1kb1r/pp1ppp2/2n3p1/2p4p/1q4n1/1PNP1NPB/P1PBPP1P/R2Q1RK1 w kq - 3 9",1.0
"N1bk3r/pp1pppb1/q1n3p1/2p4p/6n1/1PPP1NPB/P2BPP1P/R2Q1RK1 w - - 1 13",1.0
"N1bk3r/pp1ppp2/q4bp1/2p1n2p/P5n1/1PPP1NPB/2QBPP1P/R4RK1 w - - 3 15",1.0
"N1bk3r/pp1ppp2/q1n2bp1/3Q4/P2N4/1PP3P1/3BPP2/R4RK1 w - - 3 21",1.0
"N1bk3r/pp2pp2/q2p1bp1/1N1Qn3/P1P5/1P4P1/3BPP2/R4RK1 w - - 0 23",1.0
"2bk3r/1pN1pp2/p1qp1bp1/1N1Qn3/P1P5/1P2B1P1/4PP2/R4RK1 w - - 0 25",1.0
"3k4/4pp2/2ppbnp1/8/P1PN1P2/1P4Pr/4P3/R4RK1 w - - 2 31",1.0
"8/3kpp2/2Npbnp1/7r/P1P2P2/1P4P1/4P1K1/R4R2 w - - 1 33",1.0
"8/3k1p2/5np1/4p2r/P1PN4/1P3KP1/4P3/5R2 w - - 0 37",1.0
"8/3k1p2/P5p1/1N2p3/2P5/6P1/4P3/n3K3 w - - 1 43",1.0
"8/P2k1p2/6p1/1N6/2P1p3/6P1/2n1PK2/8 w - - 0 45",1.0
"8/3k4/6p1/1N6/Q1P2P2/4p3/4P3/n4K2 w - - 1 49",1.0
"8/5k2/6p1/1N6/2P2P2/4p3/4P3/Q4K2 w - - 1 51",1.0
"8/5k2/6p1/1N6/2P2P2/4Q3/4P3/5K2 w - - 1 53",1.0
"8/2P2k2/8/1N4P1/8/4Q3/4P3/5K2 w - - 1 57",1.0
"2Q1Q3/7k/8/1N4P1/8/8/4P3/5K2 w - - 3 59",1.0
"r1q1kb1r/pp2pppp/2n2n2/2p5/3p4/2N2NP1/PPPPPP1P/R1BQ1RK1 w kq - 0 7",1.0
"r3kb1r/p3pppp/1pn2n2/2p5/N2p4/3P1NPq/PPP1PP1P/R1BQ1RK1 w kq - 1 9",1.0
"r3kb1r/p4pp1/1pn2n1p/2p1p3/N2pP3/3P1NP1/PPP2P1P/R1BR2K1 w kq - 0 13",1.0
"2r2rk1/p4pp1/1p1b1n1p/4p3/N1PpP3/P2P1NP1/5P1P/1R1R2K1 w - - 3 19",1.0
"2r1r1k1/p4pp1/1p1b1n2/1R2p2p/N1PpP3/P2P1NP1/5P1P/1R4K1 w - - 0 21",1.0
"2r1r1k1/p4pp1/1p1b1n2/1R2p1Np/N1PpP3/P2P2PP/5P2/1R4K1 w - - 3 23",1.0
"4r1k1/p4pp1/1p1b4/1R2p2p/N1rpP3/P4NPP/5P2/1R4K1 w - - 0 25",1.0
"4r1k1/p5p1/1p1b1p2/1R2p2p/3pP3/P1r2NPP/1N3PK1/1R6 w - - 0 27",1.0
"3r2k1/p7/1p1b1p2/3Rp1pp/P2pP3/2r2NPP/1N3PK1/1R6 w - - 2 29",1.0
"3r2k1/2b5/1p3p2/p2Rp3/P1NpP1p1/2r3P1/3N1PK1/7R w - - 0 33",1.0
"3r1k2/2b5/1p3p2/pR2p3/P1N1P1pR/2rp2P1/3N1PK1/8 w - - 2 35",1.0
"6k1/r7/5p2/3Rp3/2N1P1p1/6P1/3N1PK1/8 w - - 3 47",1.0
"5k2/6r1/5p2/3Rp3/4P1p1/4N1P1/3N1P2/6K1 w - - 7 49",1.0
"8/6k1/3R1pr1/3Np3/4P1p1/6P1/3N1P2/6K1 w - - 11 51",1.0
"8/3RN3/5p1k/4p1r1/4P1p1/6P1/3N1P2/6K1 w - - 15 53",1.0
"8/6k1/3R1p2/3Np1r1/4P1p1/6P1/3N1P2/6K1 w - - 19 55",1.0
"6k1/8/5R2/3Np2r/2N1P1p1/6P1/5P2/6K1 w - - 3 59",1.0
"8/5k2/8/3Np2r/2N1P1R1/6P1/5P2/6K1 w - - 1 61",1.0
"8/5k2/8/3Np2r/2N1P1R1/6P1/5P2/6K1 w - - 5 63",1.0
"8/8/6k1/3Np3/2N1P2P/8/5P2/6K1 w - - 1 65",1.0
"8/7k/8/3NN3/4PP1P/6K1/8/8 w - - 1 69",1.0
"8/7k/5P2/3NN3/4P2P/6K1/8/8 w - - 1 71",1.0
"8/5P2/5k2/4N3/4PN1P/6K1/8/8 w - - 3 73",1.0
"3Q4/8/8/8/4kN1P/6K1/8/8 w - - 0 75",1.0
"r3kb1r/pp2pppp/5n2/3p4/2qQ4/2N3P1/PPP1PP1P/R1B1K2R w KQkq - 1 9",1.0
"1r2kb1r/4pppp/5n2/pN1p4/3B4/6P1/PPP1PP1P/2KR3R w k - 1 13",1.0
"2r1kb1r/5ppp/4pn2/pN1pB3/P7/6P1/1PP1PP1P/2KR3R w k - 2 15",1.0
"2r1kb1r/5ppp/4pn2/pN1p4/P2B1P2/6P1/1PP1P2P/2KR3R w k - 3 17",1.0
"4k2r/N4p1p/4pp2/p2p4/Pb2rP1P/1P4P1/2P1P3/2KR3R w k - 1 21",1.0
"4k1r1/5p1p/4pp2/3p4/Pp2rP1P/1P4P1/2P1P3/2KR3R w - - 0 23",1.0
"4k1r1/5p1p/4pp2/P2p4/1p3P1P/1P1R2P1/2P3r1/2K4R w - - 1 25",1.0
"2r5/3k1p1p/5p2/P2pp3/1R3P1P/1P4P1/2rRK3/8 w - - 0 31",1.0
"2r5/P1k2p2/5p1p/3p4/1R2pPPP/1P6/3K4/8 w - - 0 35",1.0
"rk6/5R2/7p/3p4/4pPPP/1P6/3K4/8 w - - 1 39",1.0
"k7/8/7p/3p4/4pPPP/1P6/3K4/8 w - - 0 41",1.0
"8/8/2k4p/3p1P2/4p1PP/1P2K3/8/8 w - - 1 43",1.0
"8/2k5/7p/3p1P2/1P1Kp1PP/8/8/8 w - - 1 45",1.0
"8/8/3k4/3p1PP1/1P1Kp3/8/8/8 w - - 1 47",1.0
"8/3k4/5P2/1P4P1/3K4/8/8/8 w - - 1 51",1.0
"8/8/1P2kPP1/8/3K4/8/8/8 w - - 1 53",1.0
"5Q2/8/1P4k1/8/3K4/8/8/8 w - - 0 55",1.0
"8/8/1P3k2/7Q/3K4/8/8/8 w - - 4 57",1.0
"1Q6/4k3/8/7Q/3K4/8/8/8 w - - 1 59",1.0
"r1bqkb1r/1pp1pppp/5n2/p7/1np5/2N2N2/PP1PPPPP/RQB1KB1R w KQkq - 0 7",1.0
"r1bqkb1r/1pp1pppp/1n3n2/p7/2p1P3/P1N2N2/1P1P1PPP/RQB1KB1R w KQkq - 1 9",1.0
"r2qkb1r/1pp1pppp/1n2bn2/8/p1p1P3/P1N2N2/1P1PBPPP/RQB2RK1 w kq - 0 11",1.0
"r1q1kb1r/1pp1pppp/1n2b3/4P3/p1p1Q1n1/P1N2N2/1P1PBPPP/R1B2RK1 w kq - 3 13",1.0
"4kb1r/1pp1ppp1/1n2q3/r3P2p/p1p1Q3/P1N5/1P1PBPPK/R1B1R3 w k - 1 17",1.0
"4kb1r/1Qp1ppp1/1n6/r3q3/p1p4p/P1N5/1P1PBPP1/R1B1R1K1 w k - 0 19",1.0
"1Q3b1r/2pk2p1/1n2p3/4rp2/p1p4p/P1N5/1P1PBPP1/R1B3K1 w - - 0 23",1.0
"1Q3b1r/2pk4/4p3/5pp1/n6p/P7/1P3PP1/R1B1rBK1 w - - 0 27",1.0
"1k3b1r/2p5/4p3/5pp1/Q6p/P7/1P3PP1/R1B1rBK1 w - - 1 29",1.0
"5Q2/k1pr4/8/5pB1/8/P6p/1P3PP1/R4K2 w - - 0 37",1.0
"8/1kpQ4/8/6B1/8/P6P/1P3P2/R4K2 w - - 1 41",1.0
"8/2RQ4/8/k5B1/8/P6P/1P3P2/5K2 w - - 1 43",1.0
"rnbqkb1r/pp2ppp1/5n2/2pp4/8/3BPNPp/PPPP1P1P/RNBQ1RK1 w kq - 0 7",1.0
"r2qkb1r/pp2ppp1/2n2n2/2pp4/6b1/1PNBPNPp/P1PP1P1P/R1BQ1RK1 w kq - 3 9",1.0
"r2qkb1r/pp2pp2/2n2n2/2p3p1/P2p2b1/BPNBPNPp/2PP1P1P/R2Q1RK1 w kq - 0 11",1.0
"r3kb1r/pp2pp2/1qn5/2p3p1/P2pB1b1/BP2PNPp/2PP1P1P/R2Q1RK1 w kq - 1 13",1.0
"2kr1b1r/ppq1p3/2n5/P4pp1/3p2b1/BP1BPNPp/3P1P1P/R2Q1RK1 w - - 1 17",1.0
"3r1B1r/pkq5/2n5/4ppp1/8/1P1BpQPp/3P1P1P/R4RK1 w - - 0 21",1.0
"3r3r/pkq5/2n5/2B2pp1/4p3/1P1B1QPp/3P1R1P/R5K1 w - - 0 23",1.0
"k6r/p7/B7/2Br4/1P2p1p1/5nPp/R2P1R1P/7K w - - 0 29",1.0
"1kr5/R7/8/1BBr4/1P2p1p1/5nPp/3P1R1P/7K w - - 1 31",1.0
"1k6/6R1/8/1Br5/4p1p1/5nPp/3P1R1P/7K w - - 0 33",1.0
"1k6/6R1/8/4nR2/4p1p1/6Pp/3P3P/2r2B1K w - - 8 37",1.0
"1k6/2r5/8/6R1/4pRp1/3n2Pp/3P3P/5B1K w - - 12 39",1.0
"5R2/2k5/3n4/8/4R3/6Pp/2rP3P/5B1K w - - 3 45",1.0
