fen,result
"4Rrk1/3p4/1p1r1p2/p2P2p1/P1PB1p1p/1P3P1P/7K/4R3 w - - 23 51",0.5
"4Rrk1/3p4/1p1r1p2/p2P2p1/P1PB1p1p/1P3P1P/7K/4R3 w - - 27 53",0.5
"4Rrk1/3p4/1p1r1p2/p2P2p1/P1PB1p1p/1P3P1P/7K/4R3 w - - 31 55",0.5
"4Rrk1/3p4/1p1r1p2/p2P2p1/P1PB1p1p/1P3P1P/7K/4R3 w - - 35 57",0.5
"4Rrk1/3p4/1p1r1p2/p2P2p1/P1PB1p1p/1P3P1P/7K/4R3 w - - 39 59",0.5
"4Rrk1/3p4/1p1r1p2/p2P2p1/P1PB1p1p/1P3P1P/7K/4R3 w - - 43 61",0.5
"5rk1/3p4/1p1r1p2/p2P2p1/P1PBRp1p/1P3P1P/7K/4R3 w - - 47 63",0.5
"4R3/3p1rk1/1p1r1p2/p2P2p1/P1PB1p1p/1P3P1P/7K/4R3 w - - 51 65",0.5
"5R2/7k/5R2/p2P2p1/P1P2p1p/5P1P/r7/4K3 w - - 1 75",0.5
"5R2/7k/5R2/p2P2p1/P1P2p1p/5P1P/r7/4K3 w - - 5 77",0.5
"5R2/6k1/5R2/p2P2p1/P1P2p1p/5P1P/r7/4K3 w - - 9 79",0.5
"5R2/6k1/5R2/p2P2p1/P1P2p1p/5P1P/r7/4K3 w - - 13 81",0.5
"5R2/6k1/5R2/p2P2p1/P1P2p1p/5P1P/r7/4K3 w - - 17 83",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 0 91",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 4 93",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 8 95",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 12 97",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 16 99",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 20 101",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 24 103",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 28 105",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 32 107",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 36 109",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 40 111",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 44 113",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 48 115",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 52 117",0.5
"5R2/3P1R2/6k1/p7/P1P2pP1/2K2P1p/8/3r4 w - - 56 119",0.5
"r1bq1rk1/pppp1ppp/3bpn2/n7/P1B5/2N1PN2/1PPP1PPP/R1BQ1RK1 w - - 1 7",0.5
"r1bq1rk1/pppp2pp/4pn2/4N3/P7/4P3/1PPP1RPP/R1BQ2K1 w - - 2 13",0.5
"r1bq1rk1/ppp3pp/3pp3/8/P1NPn3/4P3/1PP2RPP/R1BQ2K1 w - - 2 15",0.5
"r1b3k1/ppp3pp/3pp3/8/P1NPnP1q/8/1PP3PP/R1BQ2K1 w - - 1 17",0.5
"r5k1/p1pb2pp/1p1pp3/8/PPNPnP1q/4B3/2P3PP/R2Q2K1 w - - 0 19",0.5
"r5k1/p2b2pp/P1p1p3/1p6/1P1PpP1q/4B3/2P3PP/R2Q2K1 w - - 0 23",0.5
"r5k1/p2b2pp/P1p1p3/1p1q4/1P1PpP2/8/2PB2PP/R3Q1K1 w - - 4 25",0.5
"4brk1/p5pp/P1p1p3/1p1q4/1P1PpP2/2P1Q3/3B2PP/R5K1 w - - 3 27",0.5
"5rk1/p5pp/P1p1p1b1/1p6/1PqPpP2/2P4Q/3B2PP/4R1K1 w - - 7 29",0.5
"5rk1/p5pp/P1p1p3/1p3b2/1P1PpPQ1/2P5/q2BR1PP/6K1 w - - 11 31",0.5
"5rk1/p5pp/2p1p3/1p3bQ1/1P1PpP2/2P1R3/6PP/2q1B1K1 w - - 6 35",0.5
"5rk1/p5pp/2p1p1b1/1p6/1P1PpP1Q/2P1R3/2q3PP/4B1K1 w - - 10 37",0.5
"5rk1/6pp/p1pQp1b1/1p6/1P1PpP2/2P1R3/q5PP/4B1K1 w - - 0 39",0.5
"4r1k1/4B1pp/p1pQp1b1/1p6/1PqPpP2/2P1R3/6PP/6K1 w - - 4 41",0.5
"4r1k1/3QB1pp/p1p1p1b1/1p6/1PqPpP2/2P5/6PP/4R1K1 w - - 8 43",0.5
"4r1k1/3QB1pp/p1p1p1b1/1p6/1PqPpP2/2P5/6PP/4R1K1 w - - 12 45",0.5
"4r1k1/3QB1pp/p1p1p1b1/1p6/1P1PpP2/1qP5/6PP/4R1K1 w - - 16 47",0.5
"4r1k1/3Q1bpp/p1p1p3/1pB5/1P1PpP2/8/4q1PP/5R1K w - - 6 51",0.5
"4r1k1/5bpp/4p3/1QB5/1P1Pq3/4p3/6PP/R6K w - - 1 55",0.5
"4r1k1/6pp/8/2Bbp3/1P2q3/4p3/4Q1PP/R6K w - - 0 57",0.5
"6k1/2r3pp/8/2Bbp3/1P2q3/4p3/4Q1PP/4R1K1 w - - 4 59",0.5
"6k1/6p1/7p/2Pbp3/4q3/4p3/1Q4PP/4R1K1 w - - 0 61",0.5
"6k1/6p1/8/2Pbp3/4q2p/4p2P/4Q1P1/4R1K1 w - - 0 63",0.5
"6k1/6p1/2b5/2Pqp3/7p/4p2P/4Q1PK/4R3 w - - 4 65",0.5
"6k1/1b6/8/2q3pQ/4p2p/4R2P/6P1/6K1 w - - 0 69",0.5
"6k1/1b6/5Q2/2q3p1/4p2p/4R2P/6P1/6K1 w - - 4 71",0.5
"6k1/1b6/5Q2/2q3p1/4p2p/4R2P/6P1/6K1 w - - 8 73",0.5
"6k1/1b6/5Q2/2q3p1/4p2p/4R2P/6P1/6K1 w - - 12 75",0.5
"6k1/1b6/5Q2/2q3p1/4p2p/4R2P/6P1/6K1 w - - 16 77",0.5
"6k1/1b6/5Q2/2q3p1/4p2p/4R2P/6P1/6K1 w - - 20 79",0.5
"6k1/1b6/5Q2/2q3p1/4p2p/4R2P/6P1/6K1 w - - 24 81",0.5
"4k3/1b6/5Q2/2q3p1/4p2p/4R2P/6P1/6K1 w - - 28 83",0.5
"4k3/1b6/5Q2/2q3p1/4p2p/4R2P/6P1/6K1 w - - 32 85",0.5
"r1bqkb1r/2pppp2/1pn2np1/p6p/8/1PN2NPB/P1PPPP1P/R1BQ1RK1 w kq - 0 7",0.5
"r2qkb1r/2pppp2/bpn3p1/p6p/P2P2n1/1PN2NPB/2P1PP1P/R1BQ1RK1 w kq - 1 9",0.5
"r2qk1r1/2pppp2/bpn3pb/p6p/P2P2nB/1PN2NPB/2P1PP1P/R2Q1RK1 w q - 5 11",0.5
"r2qk1r1/1bpppp2/1p4pb/p6p/PnPPN1nB/1P3NPB/4PP1P/R2Q1RK1 w q - 1 13",0.5
"r2qk2r/1bppppb1/1p4p1/p2P3p/PnP1N1nB/1P3NPB/4PP1P/1R1Q1RK1 w q - 3 15",0.5
"r2qk1r1/1bpppp2/1p4pb/p2P3p/PnPQN1nB/1P3NPB/4PP1P/1R3RK1 w q - 7 17",0.5
"r2qk1r1/1bppppb1/1p4p1/p2PN3/PnPQN1pB/1P4P1/4PP1P/1R3RK1 w q - 0 19",0.5
"4k1r1/4p1b1/1pp3p1/r7/PnPp3B/1P3RP1/4P2P/1R4K1 w - - 0 27",0.5
"4k1r1/4p3/1p4p1/r1p1b3/PnPp2P1/1P3R2/4P2P/1R2B1K1 w - - 0 29",0.5
"4kr2/4p3/1p4p1/r1p5/PnPp2P1/1P4R1/4P2P/1R4K1 w - - 1 31",0.5
"8/3kp3/1p4p1/r1p5/PnPp1rPR/1P6/4P2P/1R4K1 w - - 5 33",0.5
"8/3kp3/1p6/r1p3p1/PnPpr1PR/1P2P3/7P/3R2K1 w - - 1 35",0.5
"8/3kp3/1p6/r1p3p1/PnP3r1/1P1pP2R/7P/3R3K w - - 0 37",0.5
"8/3kp1R1/1p6/r1p5/PnP1r1p1/1P1pP3/7P/3R3K w - - 0 39",0.5
"r7/2k1p3/1p4R1/2p5/PnP1r1p1/1P1pP3/7P/3R2K1 w - - 4 41",0.5
"5r2/1k2p3/1p6/2p5/PnP3R1/1P1p4/3R2KP/4r3 w - - 3 45",0.5
"5r2/1k2p3/1p6/2p5/PnP3RP/1P6/4p1K1/8 w - - 0 47",0.5
"5r2/1k6/1p6/2p1p3/P1P4P/1P1n4/4R1K1/8 w - - 1 49",0.5
"8/1k6/1p6/2p5/P1P1pr1P/1P1n2K1/4R3/8 w - - 0 51",0.5
"2k2r2/8/1p6/2p5/P1P1R2P/1P1n2K1/8/8 w - - 1 53",0.5
"2k3r1/8/1p6/2p4P/P1P1R2K/1P6/5n2/8 w - - 3 55",0.5
"6r1/2k5/1p3R2/2p4P/P1P4K/1P1n4/8/8 w - - 7 57",0.5
"7r/2k4P/1p3R2/2p1n3/P1P4K/1P6/8/8 w - - 1 59",0.5
"7r/2k4P/R7/2p1n3/P1P5/1P4K1/8/8 w - - 3 63",0.5
"7r/1k5P/2n5/2p4R/P1P5/1P4K1/8/8 w - - 7 65",0.5
"7r/7P/2k5/2p5/P1Pn2K1/1P5R/8/8 w - - 11 67",0.5
"8/7r/2k5/P1p5/2P3K1/1R6/8/8 w - - 0 69",0.5
"8/2kr4/1R6/P1p5/2P1K3/8/8/8 w - - 8 73",0.5
"8/2k5/5R2/P1p1K3/2r5/8/8/8 w - - 0 75",0.5
"8/8/3k4/P1R5/4K3/8/3r4/8 w - - 3 79",0.5
"8/8/3k4/P5R1/8/5K2/r7/8 w - - 7 81",0.5
"8/8/3k4/P5R1/8/3K4/r7/8 w - - 11 83",0.5
"8/8/3k4/P5R1/8/3K4/r7/8 w - - 15 85",0.5
"8/8/2k5/P6R/4K3/8/r7/8 w - - 23 89",0.5
"8/8/k7/P1R5/4K3/8/r7/8 w - - 27 91",0.5
"r1bqkb1r/2ppppp1/p1p2n2/8/1P5p/P1N5/2PPPPPP/R1BQKB1R w KQkq - 0 7",1.0
"1rbqkb1r/2pppp2/p1p2n2/P5p1/1P5p/2N5/2PPPPPP/R1BQKB1R w KQk - 1 9",1.0
"1rbqk2r/2pppp2/p1p2n1b/P7/RP4pp/2N5/1BPPPPPP/3QKB1R w Kk - 2 11",1.0
"1rb1k2r/2p1pp2/p1pq1n1b/P2p4/RP4pp/2NBP3/1BPP1PPP/3QK2R w Kk - 2 13",1.0
"1r2k2r/2pnpp2/2q4b/P1BN4/R7/4P3/2PP1KP1/3Q3R w k - 1 21",1.0
"1r2k3/2pnpp2/8/P2N4/q2B4/4PK2/6P1/7Q w - - 0 25",1.0
"1r3n1Q/2Nkpp2/8/P7/q2B4/4PK2/6P1/8 w - - 1 27",1.0
"2r5/2Nkpp2/6n1/P1Q5/3B4/4PK2/3q2P1/8 w - - 9 31",1.0
"1kr5/4p3/1B6/P3np2/8/4P3/3QK1P1/8 w - - 0 35",1.0
"8/4p3/Pk6/5p2/2Q5/4P3/4K1P1/8 w - - 1 39",1.0
"8/P3p3/4Q3/1k6/5p2/4P3/4K1P1/8 w - - 0 41",1.0
"Q7/4p3/4Q3/8/1k6/4PP2/4K3/8 w - - 1 43",1.0
"r1bqkb1r/1pp1pppp/5n2/p7/1np5/2N2N2/PP1PPPPP/RQB1KB1R w KQkq - 0 7",1.0
"r2qkb1r/1pp1pppp/4bn2/p2nN3/2p5/P1N5/1P1PPPPP/RQB1KB1R w KQkq - 3 9",1.0
"r3kb1r/1pp1pppp/5n2/p7/2p2q2/P7/1P1PPPPP/RQB1KB1R w KQkq - 0 13",1.0
"3k1b1r/1Qp1pppp/8/r7/2p5/P4PP1/3PP3/R1B1KB1q w Q - 1 19",1.0
"5b1r/2pkpQp1/8/7p/8/P4Pr1/3PP3/1RB1KB1q w - - 2 23",1.0
"1R3b1r/3k2p1/2p1p3/5Q1p/8/P4Pr1/3PP3/2B1KB1q w - - 0 25",1.0
"1R3b1r/6p1/2p3Q1/2k1p3/7p/P4P2/3PP3/2B1KB1q w - - 2 29",1.0
"1R3b1r/6p1/2p5/4pQ2/3k3p/P4P2/4P2q/2B1KB2 w - - 0 31",1.0
"r1bqkb1r/p1pp1pp1/2p1pn2/8/2B5/4P3/PPPP1PQP/RNB2RK1 w kq - 0 9",1.0
"r1bqk2r/p1pp1p2/2pbpnp1/8/2B2P2/2N1P3/PPPP2QP/R1B2RK1 w kq - 0 11",1.0
"3qk2r/3p1p2/r1pppnp1/p7/P4P2/4P3/1PPP2QP/R1B2RK1 w k - 0 15",1.0
"3q1rk1/r4p2/2p1p1p1/p2n4/P4P2/4P3/1P1BQ2P/R4RK1 w - - 2 21",1.0
"1r4k1/r4p2/1qp1p1p1/p2n4/P4P2/3QP3/1P1B3P/2R2RK1 w - - 6 23",1.0
"6k1/q4p2/2R1p1p1/p2n4/P4P2/1r1QP3/1r1B3P/5RK1 w - - 2 27",1.0
"2R5/q6k/4ppp1/p2n4/P4P2/1rBQP3/1r5P/5RK1 w - - 0 29",1.0
"2q5/7k/4ppp1/p2n4/P2Q1P2/1r2P3/1B5P/5RK1 w - - 0 31",1.0
"8/7k/4ppp1/p7/P2QPP2/1rq5/7P/5RK1 w - - 0 33",1.0
"8/8/5pk1/p7/4P3/7Q/1rq4P/5R1K w - - 0 39",1.0
"4k3/8/5Q2/p7/4P3/8/1rq4P/5R1K w - - 1 41",1.0
"5Q2/5R2/2k5/p7/4P3/8/1rq4P/7K w - - 5 43",1.0
"8/5R2/2k5/Q7/4P3/8/1rq4P/7K w - - 3 47",1.0
"8/8/3k4/Q7/4P3/8/2r4P/7K w - - 0 49",1.0
"8/8/8/Q3Pk2/7P/7K/2r5/8 w - - 5 53",1.0
"4r3/8/8/4Pk2/7P/4Q2K/8/8 w - - 9 55",1.0
"4r3/3k4/5Q2/4P3/7P/7K/8/8 w - - 13 57",1.0
"2kr4/8/3QP3/8/7P/7K/8/8 w - - 1 59",1.0
"2kr4/8/4P3/1Q6/7P/7K/8/8 w - - 5 61",1.0
"4Q3/8/3k4/7P/8/7K/8/8 w - - 1 65",1.0
"4Q3/7P/1k6/8/8/7K/8/8 w - - 1 67",1.0
"7Q/8/2Q5/k7/8/7K/8/8 w - - 3 69",1.0
"rnbqkb1r/pp2ppp1/2p2n2/3p4/8/3BPN1p/PPPP1PPP/RNBQ1RK1 w kq - 0 7",0.0
"r1bqkb1r/pp2ppp1/2n2n2/2pp4/8/1P1BPNPp/P1PP1P1P/RNBQ1RK1 w kq - 1 9",0.0
"r2qkb1r/pp2pp2/2n2n2/2pp2p1/P5b1/1PNBPNPp/2PP1P1P/R1BQ1RK1 w kq - 0 11",0.0
"r3kb1r/1p2pp2/1qn5/p1p3p1/P2pB1b1/BPP1PNPp/3P1P1P/R2Q1RK1 w kq - 0 15",0.0
"r6r/1pk5/1qB4b/p1p2pp1/P7/BPP1P1Pp/2Q2P1P/3R2K1 w - - 1 23",0.0
"3r1b1r/1pkB4/1q6/p1p2Qp1/P7/BPP1P1Pp/5P1P/3R2K1 w - - 1 25",0.0
"k2r1b1r/1p1B1Q2/1q6/p1p3p1/P3P3/BPP3Pp/5P1P/3R2K1 w - - 1 27",0.0
"k2r1b1r/1p1B1Q2/1q6/p1pRP1p1/P7/BPP3Pp/5P1P/6K1 w - - 3 29",0.0
"k1r2b1r/1p3Q2/8/p1pRP1p1/P1P5/6P1/5P1P/2q2BK1 w - - 2 33",0.0
"6Q1/kp6/3bP3/p1p5/P1q2P2/6P1/7K/8 w - - 0 39",0.0
"4Q3/kp6/3bP3/p1p5/P4P2/3q2P1/8/6K1 w - - 4 41",0.0
"8/kp1Q4/3bP3/p7/P4P2/2pq2P1/6K1/8 w - - 0 43",0.0
"8/kp6/3bP3/p7/P4P2/6P1/1Qp3K1/3q4 w - - 2 45",0.0
"1k6/1p6/3bP3/Q7/P4P2/6P1/6K1/2qq4 w - - 1 47",0.0
"2k5/1p6/3bP3/8/P4P2/6P1/6K1/3q4 w - - 0 49",0.0
"2k5/1p6/3bq3/P7/5P2/6P1/8/6K1 w - - 0 51",0.0
"2k5/1p6/8/P7/5bq1/6P1/6K1/8 w - - 0 53",0.0
"2k5/1p6/8/P3b3/8/6q1/4K3/8 w - - 2 55",0.0
"2k5/8/8/qp2b3/8/8/4K3/8 w - - 0 59",0.0
"2k5/8/8/4b3/1p2K3/2q5/8/8 w - - 0 61",0.0
"2k5/8/6K1/4b3/8/2q5/1p6/8 w - - 0 63",0.0
"r2qkb2/ppp1ppp1/2n2n2/3p4/8/3BP2r/PPPP1P1P/RNBQ1RK1 w q - 0 9",0.0
"r2qkb2/ppp1pp2/2n2np1/3p1B2/7r/2N1P3/PPPP1P1P/R1BQ1RK1 w q - 0 11",0.0
"2kr1b2/ppp1pp2/2nq1np1/3p4/5P1r/2NBP3/PPPP3P/R1BQ1RK1 w - - 1 13",0.0
"2kr1b2/ppp1pp2/2n1q1p1/1N1p4/P3nP1r/3BP3/1PPP3P/R1BQ1RK1 w - - 1 15",0.0
"2kr1b2/npp1pp2/6p1/P2p4/4nP1r/3BP2q/1PPP3P/R1BQ1RK1 w - - 0 17",0.0
"1k1r1b2/n1p1pp2/6p1/1B1p4/4nPq1/4P3/1PPP3P/R1B2R1K w - - 3 23",0.0
"1k1r1b2/n1p1pp2/6p1/1B1p4/4nPq1/4P3/1PPP3P/R1B2R1K w - - 7 25",0.0
"1k1r1b2/n1p1pp2/6p1/1B1p4/4nPq1/4P3/1PPP3P/R1B2R1K w - - 11 27",0.0
"1k1r1b2/n1p1pp2/6p1/1B1p4/4nPq1/4P3/1PPP3P/R1B2R1K w - - 15 29",0.0
"1k1r4/n1p5/4p1p1/3p4/8/P2qP3/7P/2B3RK w - - 0 41",0.0
"2kr4/2p5/2n1p1p1/3p4/P7/3qP3/6RP/2B4K w - - 3 43",0.0
"2k3r1/2p5/2n1p3/3p2p1/P7/3qP3/7P/2B3RK w - - 0 45",0.0
"2k3r1/2p5/4p3/3p2p1/2n5/3qP3/7P/2B1R2K w - - 2 47",0.0
"2k3r1/8/4p3/2pp2p1/2n5/2q1P3/7P/2B2RK1 w - - 0 49",0.0
"2k3r1/8/4p3/2pp2p1/8/6K1/7P/3q4 w - - 0 53",0.0
"r1b1kb1r/1pqppppp/5n2/p1p5/1nB5/2N1PN2/PPPP1PPP/R1BQ1RK1 w kq - 6 7",0.0
"rqb1kb1r/1p2pppp/5n2/pNpp4/1nBP4/4PN2/PPP2PPP/R1BQ1RK1 w kq - 0 9",0.0
"rq2kb1r/1p2pppp/5n2/pNPp1b2/8/4PN2/PPn1BPPP/R1BQ1RK1 w kq - 0 11",0.0
"r3kb1r/1p2pppp/8/pNPpqb2/3Nn3/4P3/PP2QPPP/R1B2RK1 w kq - 3 15",0.0
"rq2kb1r/1p3ppp/4p3/pNPp1N2/4nP2/4P3/PP2Q1PP/R1B2RK1 w kq - 0 17",0.0
"rq2k2r/1p3ppp/8/pNbppP2/3Nn3/4P3/PP2Q1PP/R1B2RK1 w kq - 0 19",0.0
"1q2k2r/1p4pp/r3P3/pNbpp3/4n3/4P3/PP2Q1PP/R1B2RK1 w k - 1 21",0.0
"3qk2r/1p5p/r3P1p1/pNbpp3/4n3/4P3/PP4PP/R1BQ1RK1 w k - 2 23",0.0
"3qk2r/1p3R1p/4r1p1/1Nbpp3/1p2n3/4P3/P5PP/R1BQ2K1 w k - 0 25",0.0
"8/1p2bk1p/6p1/3rp3/1p2n3/4P3/PB4PP/R5K1 w - - 0 31",0.0
"6k1/1p2b2p/6p1/3rp3/1p4P1/2n1P3/PB5P/5RK1 w - - 1 33",0.0
"6k1/1p2b2p/6p1/r3p3/6P1/2p1PR2/P6P/6K1 w - - 0 35",0.0
"6k1/1p5p/6p1/2b1p3/r5P1/2p1P2P/P4R2/6K1 w - - 1 37",0.0
"6k1/1p5p/6p1/2b3P1/2r1p3/2p4P/P1R3K1/8 w - - 0 41",0.0
"6k1/1p5p/3b2p1/P5P1/2r5/2p1p2P/2R3K1/8 w - - 1 43",0.0
"6k1/1p5p/6p1/P5P1/2rb3P/2p1pK2/2R5/8 w - - 1 45",0.0
"6k1/1p5p/6p1/P5P1/2rbK2P/2p1p3/4R3/8 w - - 5 47",0.0
"6k1/1p5p/6p1/P5P1/7P/2p1K3/3r4/8 w - - 1 51",0.0
"r3kb1r/1pp1pppp/p1p2n2/3q4/6b1/N3PN2/PPPP1PPP/R1BQ1RK1 w kq - 4 7",0.5
"2kr1b1r/1pp1ppp1/p1pq1n2/7p/2PP4/N3PQ2/PP1B1PPP/R4RK1 w - - 0 11",0.5
"2kr1b1r/1pp1pp2/p1p2n2/2Pq2pp/3P1Q2/N3P3/PP1B1PPP/R4RK1 w - - 0 13",0.5
"2kr1b1r/1pp2p2/p1p1pn2/2P3p1/2NP4/4PP1p/PP1B1P1P/R4RK1 w - - 0 17",0.5
"2kr4/1pp1bp1r/p1p1pn2/2P1N1p1/1P1P4/4PP1p/P2B1P1P/R4RK1 w - - 3 19",0.5
"2kr4/1ppnb2r/p1p1p3/2P2pp1/PP1P4/3NPP1p/3B1P1P/R4RK1 w - - 0 21",0.5
"2kr4/1ppnb3/p1p1p3/P1P3p1/1P1P1p1r/2BNPP1p/5P1P/R4RK1 w - - 0 23",0.5
"2k5/1pp1b3/p1p1p3/P1P1P3/1P2r2r/2B2p1p/5P1P/3R1R1K w - - 0 29",0.5
"2k5/1pp1b3/p1p1p3/P1P1P3/1P4r1/2B2p1p/5P1P/3R3K w - - 0 31",0.5
"2k5/1pp1b3/p1p1p3/P1P1Pr2/1P6/3R1p1p/3B1P1P/7K w - - 4 33",0.5
"2kb1r2/1pp5/p1p1p3/P1P1P3/1P6/2BR1p1p/5P1P/6K1 w - - 8 35",0.5
"2k5/1pp1br2/p1p1p3/P1P1P3/1P6/3R1p1p/3B1P1P/5K2 w - - 12 37",0.5
"2k5/1pp1b3/p1p1p3/P1P4r/1P6/2B2R1p/5P1P/5K2 w - - 3 41",0.5
"2k5/1pp1b1B1/p1p1p1r1/P1P5/1P6/4R2p/5P1P/5K2 w - - 7 43",0.5
"2kb4/1pp5/p1p1p2r/P1P1B3/1P6/3R3p/5P1P/5K2 w - - 11 45",0.5
"2k5/1pp1b2r/p1p1p3/P1P1B3/1P3P2/6Rp/7P/5K2 w - - 3 47",0.5
"3b4/1ppk3r/p1p1p1R1/P1P1B3/1P3P2/7p/7P/6K1 w - - 7 49",0.5
"3b4/2pk1r2/ppp1p1R1/P1P1B3/1P3P2/7p/7P/6K1 w - - 0 51",0.5
"8/2pkbr2/p1p1p3/P1P1B3/5P2/6Rp/7P/6K1 w - - 1 53",0.5
"2k2r2/2p1b3/p1p1p3/P1P1B3/5P2/7p/7P/2R3K1 w - - 5 55",0.5
"2k3r1/2p5/p3p3/P1p1B3/5P2/5K1p/1R5P/6b1 w - - 0 59",0.5
"8/3k4/p3p3/P1p1B3/5P2/5K1p/6rP/2R3b1 w - - 3 63",0.5
"8/5k2/p2Bp3/P1p5/5P2/5K1p/6rP/3R2b1 w - - 7 65",0.5
"8/5k2/p2Bp3/P7/2p2P2/5K1p/3r3P/2R3b1 w - - 2 67",0.5
"8/5k2/p3p3/P3P3/2R5/6Kp/8/7r w - - 2 71",0.5
"8/5k2/R3p3/P3P3/8/6Kp/8/7r w - - 1 73",0.5
"6k1/8/PR2p3/4P3/8/6K1/7p/7r w - - 1 75",0.5
"1R6/P4k2/4p3/4P3/8/6K1/7p/r7 w - - 3 77",0.5
"8/PR6/4p3/4Pk2/8/8/7K/r7 w - - 1 79",0.5
"8/P2R4/4p3/4P3/5k2/7K/r7/8 w - - 5 81",0.5
"8/P4R2/4p3/8/4k1K1/8/r7/8 w - - 2 83",0.5
"8/P7/8/3kp3/1R4K1/8/r7/8 w - - 2 85",0.5
"8/PR6/2k5/8/4pK2/8/r7/8 w - - 2 87",0.5
"r1bq1rk1/1ppp1ppp/2nbpn2/p7/8/P1NBPN2/1PPP1PPP/R1BQ1RK1 w - - 0 7",0.0
"2bq1rk1/1ppp1ppp/2n1pn2/rN2b1N1/8/PP1BP3/3P1PPP/R1BQ1RK1 w - - 3 11",0.0
"r1bq1rk1/1pp2ppp/2n1pn2/1N1pb1N1/1P6/P2BP3/3P1PPP/1RBQ1RK1 w - - 1 13",0.0
"r1b2rk1/1pp2ppp/2nqpn2/3p2N1/1P3P2/P2BP3/3P2PP/1RBQ1RK1 w - - 0 15",0.0
"r1b2rk1/1pp2ppp/3qpn2/1P1p1nN1/5P2/P2BP3/1B1P2PP/1R1Q1RK1 w - - 3 17",0.0
"5rk1/2R2ppp/5n2/qp1p1PN1/5P2/4P3/3P3P/2Q3K1 w - - 0 25",0.0
"5rk1/5ppp/8/2R2P2/1p1PNPn1/8/q6P/2Q3K1 w - - 2 29",0.0
"5rk1/5ppp/7q/2R2P2/1p1P1Pn1/8/1Q1N3P/6K1 w - - 6 31",0.0
"5rk1/5ppp/8/2R2P2/1Q1P1P2/4n2q/3N4/6K1 w - - 0 33",0.0
"3r2k1/5ppp/8/2RP4/1Q3P2/4n3/1K1N4/6q1 w - - 9 39",0.0
"2r3k1/5ppp/8/1R1P4/4qP2/K3n3/3Q4/8 w - - 2 45",0.0
"6k1/5ppp/8/3P4/1q1n1P2/3K4/8/8 w - - 2 53",0.0
"6k1/5pp1/8/3P1n1p/1q3P2/5K2/8/8 w - - 0 55",0.0
"6k1/5pp1/8/5n2/5P1p/4q3/6K1/8 w - - 0 59",0.0
"6k1/5p2/8/5np1/5q1p/8/8/4K3 w - - 0 61",0.0
"6k1/5p2/8/5np1/5q2/8/2K4p/8 w - - 0 63",0.0
"6k1/5p2/8/5np1/5q2/8/K7/2q5 w - - 2 65",0.0
"r1bq1rk1/1ppp1ppp/2nbpn2/p7/P7/2NBPN2/1PPP1PPP/R1BQ1RK1 w - - 0 7",0.0
"r1b2rk1/6pp/1p2pn2/p1p5/P7/1N2P3/1PP3PP/R1B2RK1 w - - 0 15",0.0
"r4rk1/6pp/1p2pn2/p1p5/P1P1b3/1N2P3/1P1B2PP/R4RK1 w - - 1 17",0.0
"3r1rk1/6pp/1p2p3/p1p5/P1P1n2P/4P3/1P1B2P1/2NR2K1 w - - 1 21",0.0
"5k2/6pp/1p2p3/p1p5/P1P1n2P/3rP3/1P4P1/2B3K1 w - - 2 25",0.0
"5k2/6pp/1p2p3/p1p5/P1P1n1PP/4P3/1P4K1/2r5 w - - 0 27",0.0
"5k2/6pp/1p2p3/p1p3P1/P1r1n2P/4PK2/1P6/8 w - - 0 29",0.0
"5k2/6pp/1p2p3/p1p3P1/r6P/4P1K1/1P1n4/8 w - - 0 31",0.0
"5k2/6pp/1p2p3/p1p3PP/4P3/6K1/1r1n4/8 w - - 0 33",0.0
"5k2/6pp/1p2p3/p1p1P1PP/2n2K2/8/7r/8 w - - 3 35",0.0
"8/7p/1p1kp2P/p1p1n3/3r4/6K1/8/8 w - - 4 41",0.0
"8/7p/1p1kp2P/2p1n3/3r4/p7/6K1/8 w - - 0 43",0.0
"8/7p/3kp2P/1pp1n3/3r4/6K1/p7/8 w - - 0 45",0.0
"r1bq1rk1/pppp1ppp/2n1pn2/1Nb5/8/3BPN2/PPPP1PPP/R1BQ1RK1 w - - 8 7",1.0
